25.5 NA NA
68.88 NA NA
113.46 NA NA
159.28 NA NA
203.82 NA NA
247.22 NA NA
292.82 NA NA
337.16 NA NA
382.86 NA NA
428.26 NA NA
472.3 NA NA
515.72 NA NA
562.06 NA NA
608.02 NA NA
652.76 NA NA
696.34 NA NA
742.58 NA NA
788.88 NA NA
833.22 NA NA
878.66 NA NA
922.7 NA NA
969.0 NA NA
1013.58 NA NA
1059.52 NA NA
1103.24 NA NA
1149.56 NA NA
1192.76 NA NA
1236.7 NA NA
1283.7 NA NA
1326.72 NA NA
1371.4 NA NA
1418.8 NA NA
1463.72 NA NA
1507.48 NA NA
1549.94 NA NA
1596.9 NA NA
1642.3 NA NA
1688.24 NA NA
1731.04 NA NA
1777.86 NA NA
1823.0 NA NA
1868.34 NA NA
1913.96 NA NA
1957.54 NA NA
2002.22 NA NA
2047.72 NA NA
2091.6 NA NA
2137.86 NA NA
2182.88 NA NA
2227.7 NA NA
2273.4 NA NA
2317.54 NA NA
2361.548387096774 2360.4210526315787 NA
2397.0555555555557 2396.625 NA
2444.0 2435.1111111111113 NA
2473.2413793103447 2483.4285714285716 NA
2522.7727272727275 2509.6071428571427 NA
2566.875 2559.3529411764707 NA
2598.8260869565215 2599.5925925925926 NA
2647.6190476190477 2629.655172413793 NA
2677.6486486486488 2675.769230769231 NA
2720.9375 2714.0882352941176 NA
2751.703703703704 2767.304347826087 NA
2808.285714285714 2788.3636363636365 NA
2834.625 2836.1153846153848 NA
2871.137931034483 2876.3809523809523 NA
2916.6774193548385 2907.0526315789475 NA
2954.4 2945.35 NA
3001.8529411764707 2977.75 NA
3033.4 3047.4 NA
3072.3076923076924 3080.2727272727275 NA
3116.3333333333335 3133.181818181818 NA
3161.3 3155.5333333333333 NA
3195.6666666666665 3204.923076923077 NA
3238.793103448276 3235.285714285714 NA
3273.4102564102564 3274.818181818182 NA
3325.0967741935483 3305.9473684210525 NA
3363.6 3347.8 NA
3393.294117647059 3399.818181818182 NA
3442.8888888888887 3436.9024390243903 NA
3477.1935483870966 3479.4736842105262 NA
3527.777777777778 3514.0243902439024 NA
3547.5714285714284 3563.5555555555557 NA
3581.090909090909 3605.5 NA
3616.294117647059 3645.2727272727275 NA
3663.3684210526317 3688.0 NA
3721.25 3716.423076923077 NA
3750.0384615384614 3764.375 NA
3797.740740740741 3790.6521739130435 NA
3831.0 3847.9583333333335 NA
3871.84 3888.08 NA
3909.4 3924.96 NA
3948.4074074074074 3957.0 NA
4007.3214285714284 3981.0454545454545 NA
4045.6071428571427 4012.5 NA
4069.037037037037 4086.8695652173915 NA
4121.884615384615 4111.166666666667 NA
