50 0 0
50 0 0
50 0 0
50 0 0
50 0 0
50 0 0
50 0 0
50 0 0
50 0 0
50 0 0
50 0 0
50 0 0
50 0 0
50 0 0
50 0 0
50 0 0
50 0 0
50 0 0
50 0 0
50 0 0
50 0 0
50 0 0
50 0 0
50 0 0
50 0 0
50 0 0
50 0 0
50 0 0
50 0 0
50 0 0
50 0 0
50 0 0
50 0 0
50 0 0
50 0 0
50 0 0
50 0 0
50 0 0
50 0 0
50 0 0
50 0 0
50 0 0
50 0 0
50 0 0
50 0 0
50 0 0
50 0 0
50 0 0
50 0 0
50 0 0
50 0 0
50 0 0
31 19 0
18 32 0
23 27 0
29 21 0
22 28 0
16 34 0
23 27 0
21 29 0
37 13 0
16 34 0
27 23 0
28 22 0
24 26 0
29 21 0
31 19 0
10 40 0
34 16 0
40 10 0
39 11 0
39 11 0
20 30 0
24 26 0
29 21 0
39 11 0
31 19 0
35 15 0
17 33 0
9 41 0
31 19 0
9 41 0
14 36 0
22 28 0
17 33 0
19 31 0
24 26 0
26 24 0
27 23 0
26 24 0
25 25 0
25 25 0
27 23 0
28 22 0
28 22 0
27 23 0
26 24 0
33 17 0
27 23 0
26 24 0
25 25 0
26 24 0
31 19 0
28 22 0
25 25 0
27 23 0
28 22 0
26 24 0
24 26 0
25 25 0
24 26 0
25 25 0
26 24 0
24 26 0
27 23 0
25 25 0
26 24 0
26 24 0
26 24 0
26 24 0
24 26 0
27 23 0
26 24 0
25 25 0
27 23 0
26 24 0
28 22 0
29 21 0
27 23 0
27 23 0
24 26 0
26 24 0
22 28 0
30 20 0
26 24 0
6 44 0
7 43 0
16 34 0
28 22 0
18 32 0
33 17 0
38 12 0
44 6 0
8 42 0
22 28 0
25 25 0
26 24 0
25 25 0
24 26 0
26 24 0
29 21 0
28 22 0
27 23 0
25 25 0
24 26 0
24 26 0
23 27 0
25 25 0
29 21 0
26 24 0
26 24 0
27 23 0
26 24 0
25 25 0
24 26 0
25 25 0
26 24 0
28 22 0
36 14 0
31 19 0
33 17 0
30 20 0
28 22 0
27 23 0
26 24 0
25 25 0
25 25 0
24 26 0
23 27 0
25 25 0
26 24 0
29 21 0
28 22 0
27 23 0
26 24 0
25 25 0
26 24 0
25 25 0
27 23 0
28 22 0
27 23 0
26 24 0
27 23 0
25 25 0
25 25 0
25 25 0
24 26 0
25 25 0
24 26 0
25 25 0
25 25 0
25 25 0
26 24 0
25 25 0
26 24 0
27 23 0
28 22 0
26 24 0
25 25 0
24 26 0
25 25 0
23 27 0
22 28 0
23 27 0
23 27 0
22 28 0
24 26 0
21 29 0
21 29 0
18 32 0
20 30 0
23 27 0
21 29 0
27 23 0
25 25 0
26 24 0
23 27 0
25 25 0
24 26 0
25 25 0
24 26 0
25 25 0
27 23 0
27 23 0
27 23 0
25 25 0
28 22 0
26 24 0
25 25 0
24 26 0
25 25 0
26 24 0
25 25 0
25 25 0
24 26 0
23 27 0
24 26 0
25 25 0
26 24 0
25 25 0
24 26 0
25 25 0
24 26 0
25 25 0
24 26 0
24 26 0
23 27 0
22 28 0
24 26 0
26 24 0
25 25 0
24 26 0
26 24 0
26 24 0
27 23 0
25 25 0
24 26 0
26 24 0
24 26 0
23 25 2
20 22 8
19 21 9
19 20 11
18 20 13
17 19 14
18 17 16
18 14 17
17 16 16
18 15 17
16 16 18
17 17 17
16 18 16
15 17 17
16 18 16
17 17 17
16 18 16
17 19 15
16 18 16
17 16 17
15 17 17
17 17 17
16 18 16
17 17 17
16 16 18
15 17 17
17 16 17
16 16 17
17 15 18
16 17 17
15 18 18
